ID RA Dec RAHost DecHost zHost NormSep TDR zSource zSN tpk e_tpk x1 e_x1 c e_c mB e_mB logM e_logM distcorr PIa_PSNID PIa_NN PIa_Fitprob PIa_Galsnid
psc150573 14:18:56.121 +53:43:54.27 14:18:56.171 +53:43:54.39 0.32319 0.825 16.15 MMT 0.323 55688.8 0.3 -0.1637 0.3717 -0.2805 0.0417 21.169 0.0696 9.616 0.276 0.0 1.0 -99.0 -99.0 0.6637
psc150604 10:44:27.019 +58:35:25.33 10:44:27.067 +58:35:26.99 0.49260 2.637 9.17 MMT -999 55685.3 0.5 0.0037 0.5341 -0.1135 0.0377 22.3807 0.0533 11.298 0.059 0.046 1.0 0.9278 0.9968 1.0
psc150607 14:07:47.198 +53:52:51.93 14:07:47.378 +53:52:53.71 0.43096 3.613 6.65 MMT -999 55676.9 0.6 0.4659 0.4742 -0.0157 0.0445 22.4499 0.0415 10.328 0.356 0.022 0.9926 0.9785 0.9873 0.9974
psc150652 12:24:34.935 +48:10:12.43 12:24:34.881 +48:10:13.45 0.53896 3.399 5.28 MMT -999 55665.2 0.4 1.2306 0.7358 0.0911 0.0719 23.3159 0.0658 10.493 0.492 0.06 0.9985 0.9757 0.9954 0.9978
psc150682 12:21:53.049 +46:30:45.55 12:21:53.001 +46:30:45.79 0.58108 1.843 4.47 MMT -999 55680.7 0.1 -1.7392 0.351 -0.2888 0.038 22.1348 0.0441 11.175 0.47 0.071 1.0 -99.0 0.9412 0.8465
psc150709 10:50:13.385 +57:04:15.09 10:50:13.425 +57:04:14.44 0.54839 0.885 5.51 MMT -999 55681.8 0.9 1.2163 0.7447 0.0443 0.0593 23.1063 0.0582 9.756 0.558 0.062 0.6581 0.9913 0.9825 0.9983
psc150740 12:24:28.583 +47:36:59.01 12:24:28.572 +47:36:59.44 0.20942 1.492 26.87 MMT -999 55684.2 0.6 2.8604 0.9106 0.0085 0.0565 21.9478 0.0822 10.209 0.104 -0.006 -99.0 -99.0 0.5224 -99.0
psc151005 14:09:15.562 +52:23:01.74 14:09:15.525 +52:23:01.14 0.16016 0.871 16.03 MMT -999 55688.2 0.4 -2.2008 0.5111 0.2015 0.1438 21.7548 0.2398 10.063 0.128 -0.009 -99.0 -99.0 -99.0 0.5733
psc151033 12:23:42.235 +46:36:20.36 12:23:42.026 +46:36:20.57 0.39385 1.852 9.73 MMT -999 55691.8 0.5 -0.7513 0.4777 -0.0364 0.0519 22.3944 0.0641 11.497 0.145 0.012 0.9871 0.9655 0.9869 0.9981
psc151069 14:12:38.417 +53:33:44.53 14:12:38.457 +53:33:45.30 0.33708 1.000 10.31 MMT -999 55680.4 0.9 -0.068 0.6481 0.1134 0.0612 22.5629 0.0767 11.238 0.02 0.003 -99.0 0.8098 0.9857 0.9797
psc151121 14:13:37.644 +54:16:54.01 14:13:37.668 +54:16:53.67 0.48527 0.771 6.13 MMT -999 55673.1 1.0 0.1174 0.8108 -0.1173 0.0598 23.0703 0.0681 10.266 0.331 0.043 1.0 0.9285 0.9697 0.9756
psc151769 10:50:33.077 +57:59:09.59 10:50:33.127 +57:59:08.09 0.54420 3.046 8.51 MMT -999 55693.6 0.8 2.6431 0.9131 -0.0453 0.0561 22.8592 0.0836 9.57 0.687 0.061 0.9796 0.6463 0.9891 0.9866
psc151794 10:47:09.936 +57:25:58.25 10:47:09.890 +57:25:58.62 0.34530 2.007 5.56 MMT -999 55688.5 0.4 -2.0176 0.5518 -0.0312 0.0736 22.4015 0.0884 11.19 0.05 0.004 0.9941 0.8818 0.9048 0.9914
psc160016 12:23:08.337 +45:52:43.62 12:23:08.373 +45:52:42.10 0.33533 1.265 10.59 MMT -999 55698.0 0.8 -0.1796 0.6889 0.0676 0.0542 22.5468 0.0714 10.576 0.254 0.002 0.993 0.8697 0.9603 0.979
psc160020 10:44:16.477 +57:28:26.26 10:44:16.419 +57:28:26.23 0.58737 2.547 4.28 MMT 0.587 55695.5 0.9 0.7555 0.8178 0.0061 0.0634 22.68 0.0861 9.968 0.679 0.072 0.9986 0.981 -99.0 0.9982
psc160021 12:27:36.925 +46:41:08.87 12:27:36.933 +46:41:08.76 0.27614 0.883 20.42 MMT -999 55703.4 0.4 0.2108 0.4061 -0.0454 0.0338 21.2708 0.0425 9.87 0.132 -0.003 1.0 0.902 -99.0 -99.0
psc160023 10:42:42.047 +58:22:38.50 10:42:42.134 +58:22:38.50 0.23555 0.356 16.01 MMT -999 55698.7 0.4 -0.9749 0.5302 0.068 0.0537 21.2755 0.0702 10.742 0.092 -0.005 -99.0 0.8882 -99.0 0.9762
psc160028 16:13:23.246 +53:58:16.75 16:13:23.191 +53:58:16.71 0.13549 0.424 10.92 MMT -999 55701.0 0.4 -0.8606 0.2153 0.1456 0.0308 20.1022 0.0411 11.047 0.03 -0.01 -99.0 0.6777 0.7295 0.9631
psc160051 12:25:40.166 +46:11:17.62 12:25:40.056 +46:11:16.16 0.44935 2.694 7.68 MMT -999 55704.3 0.4 0.6145 0.7073 0.0213 0.0473 22.4038 0.0459 11.429 0.016 0.029 1.0 0.9811 0.9728 0.9997
psc160054 12:25:25.032 +46:25:33.91 12:25:25.036 +46:25:34.13 0.39935 1.553 12.47 MMT -999 55699.1 1.0 0.4506 0.8831 0.09 0.036 22.8445 0.065 9.54 0.195 0.012 0.9964 0.9419 0.9842 0.9467
psc160068 12:21:36.237 +46:44:08.93 12:21:36.357 +46:44:09.91 0.39726 1.799 5.51 MMT -999 55701.4 0.7 -2.4215 0.7098 -0.0141 0.0509 22.4474 0.0573 11.452 0.008 0.012 0.5579 0.8817 -99.0 0.9994
psc160082 12:15:52.076 +47:46:04.42 12:15:52.077 +47:46:04.67 0.19181 1.668 17.15 MMT -999 55702.6 0.3 -1.1602 0.3394 0.1577 0.0355 21.2802 0.0441 9.704 0.23 -0.007 -99.0 0.5551 0.5587 -99.0
psc160098 12:19:40.294 +48:00:35.35 12:19:40.225 +48:00:35.53 0.29690 1.247 10.22 MMT 0.297 55705.3 0.4 -0.5075 0.4367 0.0186 0.0415 21.4615 0.0458 11.414 0.036 -0.002 1.0 0.9003 -99.0 0.9958
psc160106 16:15:48.396 +56:17:41.04 16:15:48.552 +56:17:40.97 0.30197 1.049 12.0 MMT -999 55707.8 0.8 0.1338 0.4515 -0.0581 0.0573 21.5557 0.0662 10.278 0.303 -0.002 -99.0 0.8831 0.9367 -99.0
psc160156 14:13:44.001 +52:53:53.38 14:13:43.970 +52:53:53.37 0.55065 1.378 6.52 MMT -999 55711.5 0.8 -1.7362 0.818 -0.0277 0.0752 22.8441 0.0627 11.668 0.21 0.063 0.9928 0.9735 0.8555 0.9995
psc160183 12:14:36.859 +47:34:37.44 12:14:36.861 +47:34:37.46 0.27449 0.478 10.07 MMT -999 55719.0 0.5 -0.8655 0.6048 -0.0605 0.0376 21.2031 0.0438 11.682 0.103 -0.003 0.9996 0.8423 0.8999 0.9997
psc160195 16:10:40.306 +53:39:26.32 16:10:40.219 +53:39:26.09 0.22929 1.069 22.68 MMT -999 55713.4 1.2 0.0376 0.8027 0.1911 0.0665 22.3595 0.0883 10.61 0.098 -0.005 -99.0 0.7202 -99.0 0.5502
psc160202 10:57:28.686 +57:53:43.33 10:57:28.687 +57:53:43.22 0.44494 1.334 5.63 MMT -999 55707.4 1.2 1.8353 0.9834 0.0712 0.0579 22.5031 0.0685 9.393 0.63 0.027 0.8968 0.9093 0.6728 0.9876
psc160206 14:08:09.249 +53:13:48.06 14:08:09.208 +53:13:48.30 0.45042 1.078 9.88 MMT -999 55717.7 0.7 1.7643 0.6567 0.092 0.0485 22.5902 0.0526 10.699 0.222 0.03 0.9967 0.8958 0.9861 0.9938
psc160222 12:17:01.165 +47:01:48.46 12:17:01.075 +47:01:48.10 -999 2.222 -99.0 SDSS -999 55719.7 0.9 -1.4788 0.7535 -0.1725 0.0484 22.3524 0.0583 11.642 0.064 0.044 -99.0 0.9026 0.9854 0.9996
psc160223 12:18:53.372 +47:01:44.54 12:18:53.352 +47:01:44.32 0.51968 1.497 6.74 MMT -999 55713.1 0.9 -2.1912 0.1933 -0.2121 0.5298 22.6849 0.0671 11.194 0.355 0.055 0.9245 0.7438 0.9866 0.9988
psc160225 16:09:20.912 +54:45:13.50 16:09:20.928 +54:45:14.45 0.23352 1.665 9.98 MMT -999 55715.2 1.1 1.702 0.8179 0.1985 0.0728 22.6603 0.1016 9.782 0.315 -0.005 -99.0 -99.0 0.9729 0.675
psc160227 16:15:27.271 +54:38:54.27 16:15:27.212 +54:38:53.84 0.47825 1.315 9.08 MMT -999 55701.9 0.3 -1.6219 0.8698 0.2223 0.1426 22.927 0.1096 11.121 0.046 0.04 -99.0 0.7573 0.9824 0.9911
psc160262 16:18:39.190 +55:42:21.73 16:18:39.122 +55:42:21.51 0.51233 1.728 6.39 MMT -999 55708.5 0.8 -1.7346 0.7812 0.0977 0.1046 22.9532 0.0746 10.612 0.232 0.053 0.8235 0.9619 0.9922 0.9968
psc160285 12:19:26.457 +46:24:50.06 12:19:26.320 +46:24:51.17 0.48848 4.465 7.37 MMT -999 55723.6 0.9 -1.0494 0.7234 -0.0316 0.0568 22.577 0.0589 10.181 0.266 0.044 0.9979 0.9849 0.9932 0.8178
psc160300 12:25:39.978 +47:22:30.82 12:25:39.948 +47:22:30.12 0.18764 1.490 24.77 MMT -999 55723.1 0.6 -0.9821 0.6261 0.1148 0.0468 21.1509 0.0569 10.017 0.12 -0.007 -99.0 0.7492 -99.0 -99.0
psc170076 12:20:12.562 +47:37:15.43 12:20:12.469 +47:37:15.22 0.30216 0.636 7.3 MMT -999 55724.5 0.4 0.8254 0.8206 0.2704 0.0644 22.0878 0.0817 11.885 0.021 -0.002 0.6057 -99.0 0.8812 0.9816
psc170118 12:14:52.540 +46:51:22.02 12:14:52.615 +46:51:21.66 0.36570 0.447 7.3 WIYN/Hydra -999 55726.1 0.7 -1.3525 0.617 0.0026 0.0496 22.1841 0.0573 10.537 0.534 0.007 0.9996 0.9415 0.9476 0.9895
psc170178 14:12:42.377 +53:31:11.74 14:12:42.374 +53:31:11.53 0.24144 0.663 11.9 MMT -999 55731.0 0.3 -0.386 0.5478 0.2753 0.0537 21.6675 0.0827 10.779 0.107 -0.005 -99.0 -99.0 0.8437 0.9712
psc170240 12:16:24.504 +45:58:41.85 12:16:24.417 +45:58:41.15 0.16959 1.045 15.93 MMT -999 55731.5 0.6 1.3056 0.5271 -0.0282 0.0311 19.7623 0.0369 10.492 0.087 -0.008 -99.0 0.8129 0.7298 -99.0
psc170254 16:08:54.049 +53:51:22.45 16:08:54.136 +53:51:22.68 0.14829 0.534 20.68 MMT -999 55729.0 0.2 -0.3276 0.1251 -0.0077 0.0284 20.0012 0.0381 9.931 0.645 -0.01 -99.0 0.9428 0.8457 -99.0
psc170275 14:09:12.807 +52:42:42.54 14:09:12.746 +52:42:43.73 0.29724 1.994 9.19 MMT -999 55733.6 0.8 -0.4153 0.7449 0.2634 0.0696 22.6044 0.1056 10.467 0.288 -0.002 -99.0 -99.0 0.8488 0.7949
psc170276 14:09:23.277 +52:41:33.39 14:09:23.409 +52:41:32.67 0.52272 1.493 6.57 MMT -999 55720.8 0.8 -0.8034 0.6773 0.085 0.0778 23.215 0.072 11.103 0.314 0.056 -99.0 0.9768 0.9956 0.999
psc170285 16:16:09.313 +54:08:30.04 16:16:09.045 +54:08:29.88 0.52792 3.752 8.27 MMT -999 55721.8 1.1 0.1629 0.9909 0.0946 0.1076 23.2606 0.1355 11.243 0.054 0.057 0.9888 0.9831 0.9848 0.9993
psc170303 16:07:47.991 +54:31:04.13 16:07:48.148 +54:31:02.11 0.14710 1.973 5.56 APO/DIS -999 55726.0 0.1 -1.55 0.1491 0.1693 0.0378 20.5885 0.0507 11.052 0.01 -0.01 -99.0 -99.0 0.5269 0.9544
psc170324 16:18:05.315 +55:34:07.51 16:18:05.354 +55:34:07.20 0.30783 0.845 7.23 MMT -999 55729.3 0.3 1.3511 0.238 -0.0711 0.0311 21.3415 0.0469 9.633 0.44 -0.002 1.0 0.6667 0.7714 0.8967
psc170349 16:06:52.225 +55:52:37.32 16:06:52.224 +55:52:37.32 0.40845 0.647 9.31 MMT -999 55727.1 0.7 0.6011 0.7736 -0.0217 0.0765 22.4368 0.1166 11.178 0.165 0.014 1.0 0.9516 0.9264 0.9986
psc170400 14:10:57.903 +54:15:47.97 14:10:57.686 +54:15:47.08 0.54746 2.932 6.39 MMT -999 55731.4 0.3 -0.3934 0.4253 -0.1944 0.046 22.6372 0.0503 11.452 0.293 0.062 -99.0 0.663 1.0 0.9994
psc170457 16:01:04.589 +54:53:27.79 16:01:04.596 +54:53:27.70 0.35561 0.804 8.34 MMT -999 55745.2 0.5 -0.7471 0.4225 0.0033 0.0357 21.8768 0.0434 10.845 0.06 0.006 1.0 0.9321 0.8109 0.991
psc170465 16:07:31.503 +54:51:40.06 16:07:31.471 +54:51:37.92 0.18383 1.290 13.98 MMT -999 55746.1 0.2 0.5413 0.1334 -0.0116 0.0257 20.3149 0.032 10.825 0.243 -0.008 -99.0 0.9371 0.5582 0.6408
psc170520 16:17:06.398 +55:20:48.98 16:17:06.482 +55:20:49.20 0.44844 0.610 8.27 MMT -999 55734.2 0.6 -2.4793 0.5106 0.0002 0.0658 22.4909 0.0807 11.374 0.068 0.029 1.0 0.916 0.998 0.9999
psc170539 22:17:54.529 +01:22:41.50 22:17:54.552 +01:22:41.24 0.20907 0.226 6.55 MMT -999 55724.9 1.7 -2.7988 0.3332 0.0173 0.1216 20.9849 0.211 9.498 0.254 -0.006 -99.0 -99.0 0.8014 0.8851
psc170558 22:18:45.773 +01:21:55.85 22:18:45.861 +01:21:54.59 0.08941 2.315 5.76 MMT -999 55746.6 0.6 -1.0575 0.396 0.0367 0.0523 21.4547 0.0806 9.797 0.23 -0.012 -99.0 0.8696 -99.0 0.7865
psc180025 14:13:09.496 +53:27:46.87 14:13:09.513 +53:27:46.39 0.46440 1.268 8.26 MMT -999 55751.5 0.4 0.2935 0.5935 0.0231 0.0398 22.5604 0.0495 9.913 0.591 0.035 -99.0 0.9837 0.9787 0.9604
psc180127 14:09:06.141 +53:38:25.88 14:09:06.064 +53:38:26.55 0.35730 3.159 12.8 MMT -999 55754.4 0.9 -2.3934 0.8612 -0.0389 0.0674 22.4952 0.0764 10.898 0.017 0.006 0.9855 0.8661 0.9656 0.978
psc180135 16:04:50.614 +55:22:08.50 16:04:50.503 +55:22:07.68 0.64325 3.406 4.23 MMT -999 55743.1 0.2 -0.5559 0.7964 -0.0684 0.0708 23.5018 0.0631 10.7 0.32 0.068 0.9999 0.9906 0.9701 0.9974
psc180213 16:08:52.468 +54:25:28.48 16:08:52.521 +54:25:28.48 0.51968 0.979 5.9 MMT -999 55762.0 0.5 1.0047 0.4189 -0.0654 0.0393 22.7107 0.0446 10.029 0.582 0.055 1.0 0.935 0.9898 0.9994
psc180214 16:19:48.357 +54:12:30.35 16:19:48.388 +54:12:25.18 0.32704 3.246 11.85 WIYN/Hydra -999 55762.6 0.3 -1.218 0.2417 -0.0203 0.0336 21.9109 0.0423 11.686 0.04 0.001 1.0 0.9201 0.9968 0.8941
psc180255 22:14:56.395 +00:32:39.24 22:14:56.457 +00:32:38.26 0.45836 2.171 7.21 MMT -999 55759.2 0.3 0.2664 0.432 -0.0198 0.0495 22.439 0.0611 9.759 0.338 0.033 1.0 0.9821 0.9805 0.9849
psc180329 22:17:20.245 +01:15:31.90 22:17:20.229 +01:15:31.72 0.42378 1.346 15.32 MMT -999 55762.7 0.8 -0.0872 0.5663 -0.0225 0.051 22.3851 0.0725 10.555 0.256 0.019 1.0 0.979 0.9958 0.9956
psc180344 22:17:36.545 -00:57:57.86 22:17:36.530 -00:57:57.89 0.40946 1.244 9.79 MMT -999 55772.0 1.0 0.3284 0.8145 0.088 0.0548 22.7386 0.0656 10.166 0.309 0.014 0.9519 0.945 0.9691 0.9565
psc180372 16:15:07.457 +54:20:00.42 16:15:07.533 +54:19:59.98 0.34920 0.606 15.12 MMT -999 55778.8 0.2 0.3571 0.2084 -0.1393 0.025 21.5865 0.0294 9.618 0.138 0.004 1.0 0.7265 0.9764 0.5986
psc180417 22:12:17.558 +00:35:04.71 22:12:17.489 +00:35:04.90 0.30830 1.401 15.09 MMT 0.31 55767.6 0.1 -1.7839 0.475 0.0017 0.041 21.7468 0.0484 11.489 0.013 -0.002 1.0 0.8834 0.9843 0.9966
psc180424 22:17:20.279 +00:31:57.37 22:17:20.316 +00:31:57.16 0.38154 0.241 7.12 MMT -999 55776.5 0.6 0.5271 0.549 0.1152 0.0395 22.5882 0.0499 11.142 0.244 0.01 1.0 0.9105 0.9184 0.9985
psc180426 16:20:47.302 +54:56:19.53 16:20:47.287 +54:56:19.42 0.42387 1.189 7.38 MMT -999 55773.9 0.4 -0.3857 0.3586 -0.0456 0.0361 22.2183 0.0344 10.751 0.094 0.019 1.0 0.9724 0.939 0.999
psc180475 16:16:00.248 +54:06:03.71 16:16:00.324 +54:06:00.84 0.44213 2.666 5.96 MMT -999 55774.1 0.4 -1.6047 0.3903 -0.0619 0.0421 22.7425 0.0429 11.219 0.123 0.026 0.9928 0.9675 0.9795 0.9984
psc180538 16:12:04.250 +55:18:56.63 16:12:04.223 +55:18:57.08 0.64066 2.633 4.62 MMT -999 55778.7 0.8 0.674 0.6933 -0.0101 0.0482 23.2465 0.051 11.016 0.35 0.069 -99.0 0.9607 0.999 0.9994
psc180549 16:05:19.405 +55:38:51.63 16:05:19.468 +55:38:49.48 0.33883 1.731 10.41 MMT -999 55787.8 0.3 0.5186 0.3213 -0.0588 0.0311 21.5098 0.0399 10.963 0.362 0.003 1.0 0.874 0.8364 0.9913
psc190001 16:08:02.168 +53:48:38.18 16:08:02.172 +53:48:37.73 0.43550 0.862 10.25 MMT -999 55787.3 0.3 0.1545 0.4031 -0.157 0.0343 21.971 0.0427 11.642 0.498 0.024 1.0 0.7252 0.9759 0.9994
psc190049 16:09:17.225 +55:29:15.48 16:09:17.204 +55:29:15.27 0.26003 0.389 16.3 MMT 0.26 55784.5 0.2 -0.4161 0.2049 -0.1173 0.0286 20.8416 0.0356 11.289 0.016 -0.004 1.0 0.7907 0.8112 0.9971
psc190062 22:15:25.461 +00:40:47.77 22:15:25.476 +00:40:47.55 0.29498 0.701 9.16 MMT -999 55786.5 0.3 -0.2563 0.3519 0.0349 0.0369 22.1197 0.0564 9.411 0.536 -0.002 1.0 0.8994 0.6587 0.8058
psc190074 16:05:37.329 +55:48:20.54 16:05:37.336 +55:48:20.47 0.31264 0.793 7.51 MMT -999 55781.2 0.1 -1.5943 0.5985 -0.0516 0.0592 22.8567 0.078 9.431 0.178 -0.001 -99.0 0.8097 -99.0 0.7116
psc190094 16:09:59.436 +54:22:53.83 16:09:59.426 +54:22:53.78 0.23369 0.437 9.21 MMT -999 55787.8 0.3 -1.1812 0.3188 0.0034 0.0381 21.1697 0.0455 10.987 0.104 -0.005 -99.0 0.9091 0.5059 0.9808
psc190111 16:14:53.214 +54:39:54.73 16:14:53.174 +54:39:53.84 -999 1.671 -99.0 SDSS -999 55786.5 0.4 -0.4166 0.5144 0.2096 0.0459 22.3586 0.0638 11.222 0.216 0.002 1.0 0.6412 0.991 0.9945
psc190142 22:19:11.585 +00:26:05.90 22:19:11.546 +00:26:05.85 0.43599 1.417 5.96 MMT -999 55782.3 0.7 0.3167 0.6905 0.0864 0.0559 22.8154 0.0808 11.178 0.046 0.024 0.949 0.9737 0.9979 0.9988
psc190151 16:11:54.752 +55:18:56.35 16:11:54.692 +55:18:56.06 0.21793 1.221 19.18 MMT -999 55781.5 0.8 -1.4581 0.9561 -0.0291 0.1018 23.1361 0.1186 10.002 0.06 -0.006 -99.0 0.8641 -99.0 -99.0
psc190215 16:16:08.936 +53:52:49.36 16:16:08.839 +53:52:49.04 0.18613 1.243 15.3 MMT -999 55790.9 0.3 -2.1326 0.221 0.0222 0.0341 20.8205 0.0378 10.873 0.008 -0.008 -99.0 0.7005 0.9764 0.9963
psc190233 16:10:34.655 +55:18:49.24 16:10:34.588 +55:18:50.77 0.60547 4.192 7.12 MMT -999 55789.2 1.0 -0.3799 0.8907 -0.0387 0.0702 23.3153 0.0769 10.179 0.412 0.077 0.9803 0.9919 0.9929 0.9925
psc190234 16:05:55.347 +55:26:58.54 16:05:55.332 +55:26:58.85 0.59573 0.956 15.62 MMT -999 55784.1 0.7 -2.0337 0.7046 -0.0037 0.0758 23.2673 0.0802 10.561 0.24 0.075 0.9995 0.9816 0.9984 0.9634
psc190241 16:05:45.472 +55:43:31.91 16:05:45.477 +55:43:32.44 0.38820 1.831 5.41 MMT -999 55793.0 0.7 -0.3187 0.5468 0.0157 0.0387 22.414 0.0438 10.041 0.264 0.011 0.584 0.9601 0.9162 0.8321
psc190268 22:17:03.836 -00:19:02.63 22:17:03.827 -00:19:02.46 0.33045 1.057 20.98 MMT -999 55801.5 0.6 0.0456 0.461 -0.005 0.0394 21.6484 0.0518 11.475 0.086 0.002 1.0 0.9022 0.763 0.9997
psc190269 22:20:04.279 -00:14:15.00 22:20:04.341 -00:14:14.18 0.36262 1.798 5.0 MMT -999 55807.8 0.3 0.0937 0.274 -0.0642 0.0317 21.8657 0.0442 9.999 0.34 0.007 1.0 0.9102 0.8923 0.9905
psc190297 22:15:10.344 +01:03:29.68 22:15:10.216 +01:03:29.51 0.47957 4.039 4.75 MMT -999 55797.4 0.8 -1.2134 0.4503 -0.0145 0.0426 22.5299 0.0483 10.923 0.194 0.041 1.0 0.9811 0.9601 0.9785
psc190327 22:16:55.061 -00:20:14.49 22:16:55.046 -00:20:15.22 -999 0.769 -99.0 SDSS 0.332 55808.6 0.4 -1.7339 0.4088 -0.0995 0.0522 22.0477 0.062 11.786 0.076 0.001 1.0 0.8368 0.9759 0.9991
psc200026 22:16:00.486 +00:23:34.42 22:16:00.427 +00:23:34.26 0.32881 1.874 7.94 WIYN/Hydra -999 55816.1 0.3 -1.2614 0.2458 -0.0853 0.0344 21.6938 0.048 10.952 0.048 0.001 1.0 0.8702 0.948 0.9843
psc200050 22:14:49.551 -00:50:09.35 22:14:49.447 -00:50:08.78 0.35395 2.862 6.86 MMT -999 55809.6 0.4 0.3386 0.9127 0.2203 0.0946 23.166 0.1331 9.907 0.994 0.005 0.9031 0.6688 0.9723 0.7237
psc200058 22:17:58.874 -00:26:28.32 22:17:58.951 -00:26:28.61 0.50055 1.491 5.51 MMT -999 55823.7 1.0 -0.006 0.7467 0.0418 0.0679 22.9273 0.0806 9.395 0.672 0.049 0.6622 0.9876 0.9938 0.9669
psc200080 22:16:56.310 +00:34:49.80 22:16:56.295 +00:34:50.44 0.48471 1.572 7.26 MMT -999 55810.6 0.5 -1.3909 0.6857 -0.0621 0.065 23.0322 0.0859 10.945 0.431 0.043 0.999 0.975 0.9918 0.9963
psc200101 22:20:59.029 -00:06:34.45 22:20:59.023 -00:06:34.43 0.28480 0.659 4.84 WIYN/Hydra -999 55826.8 0.4 -1.472 0.3608 0.1 0.0192 21.9729 0.0398 10.481 0.032 -0.003 1.0 0.7951 0.9712 0.9704
psc200105 22:16:02.841 +00:48:58.98 22:16:02.911 +00:48:59.30 0.33216 2.152 5.84 MMT -999 55835.1 0.4 1.0263 0.4261 0.1203 0.0385 22.3433 0.0562 10.011 0.554 0.002 1.0 0.7374 -99.0 0.9479
psc200106 22:15:07.930 +01:04:06.65 22:15:07.955 +01:04:06.29 0.46251 0.207 4.75 MMT -999 55826.6 0.1 2.1028 0.7671 -0.1867 0.0444 22.9084 0.0594 9.446 0.508 0.034 -99.0 -99.0 0.8775 0.931
psc200108 22:16:38.346 +01:01:34.34 22:16:38.332 +01:01:34.51 0.39462 2.180 7.73 MMT -999 55828.2 0.7 -1.4152 0.6327 -0.0042 0.0502 22.4995 0.0527 9.422 0.469 0.012 0.9949 0.9424 0.5497 0.9782
psc200118 22:14:20.837 +00:56:25.59 22:14:20.884 +00:56:23.73 0.52597 2.076 4.04 MMT -999 55838.5 0.6 1.2775 0.6342 -0.0735 0.0432 22.6604 0.0616 9.759 0.824 0.056 1.0 0.8828 0.9979 0.9982
psc200132 22:17:58.556 -00:41:48.81 22:17:58.552 -00:41:48.85 0.41415 1.868 4.41 MMT -999 55841.2 0.1 0.3973 0.1942 -0.0264 0.032 20.7385 0.0528 9.056 0.742 -0.006 1.0 -99.0 -99.0 0.9936
psc200170 22:17:44.370 +01:21:00.72 22:17:44.426 +01:21:01.68 0.44909 1.966 12.46 MMT -999 55844.3 0.5 1.4717 0.7402 -0.0012 0.0569 22.3743 0.0752 11.17 0.283 0.029 1.0 0.9494 0.9938 0.999
psc210027 22:17:11.892 +01:04:34.96 22:17:11.904 +01:04:34.59 0.58716 0.606 5.37 MMT -999 55839.7 1.1 -1.8857 0.952 0.1653 0.152 23.1969 0.1333 11.626 0.036 0.072 -99.0 0.9153 0.9996 0.9996
psc210061 22:14:06.195 -00:00:43.96 22:14:06.177 -00:00:43.77 -999 2.013 -99.0 VVDS -999 55846.6 0.8 -0.9433 0.7412 -0.0166 0.0676 22.7364 0.0858 11.1 0.036 0.057 0.986 0.9898 0.9958 0.9867
psc210091 22:14:10.983 +00:57:14.50 22:14:10.886 +00:57:13.04 0.47226 3.997 10.07 MMT -999 55852.9 0.1 1.0559 0.5716 -0.0399 0.0403 22.4755 0.0403 9.811 0.397 0.038 0.9973 0.9555 0.8253 0.9743
psc210141 22:19:07.902 +00:05:49.93 22:19:07.819 +00:05:46.40 -999 1.606 -99.0 SDSS -999 55865.8 1.2 -2.0614 0.9796 0.0793 0.0664 22.4789 0.0826 11.609 0.051 0.0 0.686 0.7315 0.9844 0.9994
psc300007 23:29:28.385 -01:51:58.09 23:29:28.376 -01:51:58.03 0.34281 1.133 6.19 MMT -999 55789.7 0.4 -0.9001 0.3873 -0.0273 0.053 22.0159 0.055 10.786 0.138 0.004 1.0 0.9238 0.9978 0.8417
psc300067 23:27:32.456 +00:33:39.68 23:27:32.263 +00:33:39.50 0.18545 2.469 25.99 MMT -999 55755.8 0.1 1.6785 0.3925 0.1245 0.0387 20.5241 0.0621 11.355 0.066 -0.008 -99.0 -99.0 -99.0 0.9988
psc300119 23:34:21.805 -00:06:34.22 23:34:21.806 -00:06:33.97 0.58119 1.567 8.57 MMT -999 55785.1 1.0 -0.8577 0.817 -0.0369 0.0711 23.3704 0.0839 9.482 0.508 0.071 0.7161 0.9957 0.9943 0.9965
psc300121 23:31:32.844 -00:03:52.24 23:31:32.899 -00:03:52.14 0.36612 1.469 5.47 MMT -999 55778.6 0.3 1.3575 0.2817 -0.1027 0.0284 21.8416 0.0334 9.541 0.404 0.007 1.0 0.6583 0.9928 0.7765
psc300124 23:24:58.550 -00:17:47.36 23:24:58.543 -00:17:46.87 0.40928 1.293 7.95 MMT -999 55776.7 0.9 0.6973 0.8063 0.0132 0.0535 22.362 0.0583 10.872 0.178 0.014 0.9853 0.9599 0.9993 0.9765
psc300139 23:33:16.218 -01:09:58.60 23:33:16.356 -01:09:58.11 0.26218 3.173 23.68 MMT -999 55765.9 0.5 0.0149 0.1951 -0.064 0.0257 21.0049 0.0377 10.275 0.188 -0.004 1.0 0.8781 0.9798 0.6856
psc300159 23:26:17.935 -00:19:17.34 23:26:17.942 -00:19:17.15 0.34707 0.866 4.69 MMT -999 55763.5 0.2 -1.3274 0.4884 0.0422 0.0511 22.3441 0.0695 9.838 0.3 0.004 0.9986 0.9145 0.9269 0.9926
psc300166 23:24:27.638 -00:10:50.64 23:24:27.494 -00:10:49.69 0.33273 2.949 8.24 MMT -999 55771.9 0.3 -0.0479 0.2414 -0.033 0.0276 21.5091 0.0345 10.499 0.212 0.002 1.0 0.9013 -99.0 0.8706
