ID RA Dec RAHost DecHost zHost NormSep TDR zSource zSN tpk e_tpk x1 e_x1 c e_c mB e_mB logM e_logM distcorr PIa_PSNID PIa_NN PIa_Fitprob PIa_Galsnid
psc300225 23:33:17.658 -00:06:59.50 23:33:17.726 -00:06:59.66 0.50841 0.920 6.13 MMT -999 55800.9 0.8 2.3236 0.6721 0.0281 0.0458 22.7116 0.0588 11.254 0.192 0.052 0.9997 0.8582 0.9988 0.9922
psc300226 23:28:36.767 -00:05:16.75 23:28:36.820 -00:05:15.16 0.29924 2.198 8.9 MMT -999 55801.4 0.4 0.8651 0.3296 0.096 0.0318 21.8912 0.0415 11.216 0.234 -0.002 1.0 0.7798 -99.0 0.9932
psc310009 23:31:57.412 -00:58:30.43 23:31:57.518 -00:58:31.32 0.51575 2.678 6.31 MMT -999 55812.4 0.4 1.4462 0.4835 0.0253 0.0401 22.7297 0.0459 11.656 0.355 0.054 1.0 0.9736 0.9995 0.9936
psc310024 02:25:55.232 -04:59:06.88 02:25:55.184 -04:59:06.75 0.17928 1.365 7.94 MMT -999 55803.0 0.7 0.1295 0.1723 -0.0682 0.0293 20.1931 0.0529 10.152 0.326 -0.008 -99.0 0.9305 -99.0 0.9048
psc310046 23:29:48.566 -01:19:46.98 23:29:48.434 -01:19:47.07 0.53215 2.885 8.25 MMT -999 55795.3 1.1 0.9496 0.9128 0.0779 0.0836 23.2677 0.0935 11.372 0.155 0.058 1.0 0.9918 0.9986 0.981
psc310050 23:27:09.390 -01:07:58.69 23:27:09.398 -01:07:58.32 0.55586 0.697 4.7 MMT -999 55801.0 0.3 -0.6408 0.7942 0.0493 0.0843 23.3042 0.0788 11.326 0.144 0.064 -99.0 0.987 0.9999 0.9798
psc310063 23:29:12.848 +00:55:11.42 23:29:12.806 +00:55:10.70 0.25081 0.412 10.66 MMT -999 55826.7 0.2 1.1058 0.1618 -0.0283 0.0243 20.867 0.0316 10.144 0.143 -0.004 1.0 0.8181 0.966 0.8739
psc310095 02:19:54.685 -04:24:54.85 02:19:54.773 -04:24:55.45 0.45260 1.785 6.48 MMT -999 55809.7 1.4 -0.7218 0.8007 0.2285 0.0758 23.0967 0.0802 11.157 0.01 0.03 0.9347 0.829 0.9896 0.9977
psc310103 02:27:38.329 -03:41:49.56 02:27:38.34 -03:41:51.44 0.72728 2.516 7.61 MMT -999 55828.1 0.3 2.1014 0.4246 -0.1344 0.1384 23.2958 0.0416 10.189 0.874 0.047 0.993 0.5185 1.0 1.0
psc310130 02:24:53.309 -05:40:51.72 02:24:53.201 -05:40:52.00 -999 1.508 -99.0 SDSS -999 55827.4 0.6 1.0181 0.4878 -0.0379 0.0477 22.3363 0.0444 11.797 0.463 0.044 0.9999 0.9569 0.9924 0.9963
psc310141 02:25:13.360 -05:12:53.73 02:25:13.309 -05:12:52.73 0.49707 3.462 5.05 MMT -999 55808.7 2.2 -0.0433 0.9183 0.1171 0.0712 22.7614 0.0729 10.842 0.052 0.047 1.0 0.9497 0.9965 0.9982
psc310145 03:35:33.372 -28:42:13.17 03:35:33.323 -28:42:12.35 0.33928 1.439 5.23 AAT/AAOmega -999 55823.3 1.4 0.113 0.7197 0.1392 0.0466 22.1541 0.0583 11.308 0.102 0.003 0.977 0.8225 0.9153 0.983
psc310147 03:35:04.837 -28:39:13.14 03:35:04.823 -28:39:13.55 0.33777 0.556 4.87 AAT/AAOmega -999 55828.9 0.7 -1.1807 0.6774 0.0293 0.0419 21.9253 0.046 10.985 0.044 0.003 0.5739 0.9023 0.9654 0.979
psc310184 03:34:32.614 -27:56:40.08 03:34:32.640 -27:56:40.14 0.31513 0.620 4.27 AAT/AAOmega -999 55818.7 0.7 0.6782 0.6848 0.2913 0.0577 22.7149 0.0803 9.205 0.103 -0.001 0.9655 -99.0 0.7144 0.7419
psc310185 23:24:50.066 -00:49:05.52 23:24:50.092 -00:49:05.18 0.62698 1.293 4.87 MMT -999 55832.8 0.5 1.3623 0.9014 -0.0257 0.0623 23.4247 0.0691 10.017 0.457 0.073 0.9147 0.9654 0.9801 0.9669
psc310203 02:27:08.023 -03:50:18.23 02:27:08.055 -03:50:18.12 0.29131 0.643 19.39 MMT -999 55822.4 0.4 0.2356 0.4477 0.1799 0.0416 21.8601 0.0563 11.059 0.078 -0.002 1.0 0.5979 -99.0 0.9645
psc310205 02:22:09.585 -03:52:18.90 02:22:09.576 -03:52:19.20 0.28001 0.486 10.3 MMT -999 55820.0 0.5 -1.1626 0.6702 0.2716 0.0589 22.5341 0.0799 10.982 0.01 -0.003 -99.0 -99.0 0.7828 0.982
psc310210 23:28:49.001 +00:07:29.35 23:28:49.084 +00:07:29.83 0.74634 0.626 5.11 MMT -999 55828.2 1.0 -0.0029 0.7643 -0.0363 0.1074 23.5651 0.0793 12.019 0.444 0.047 0.9425 0.9556 1.0 1.0
psc310219 02:19:50.820 -03:48:47.14 02:19:50.826 -03:48:46.53 0.43221 1.858 5.25 MMT -999 55827.8 0.6 -2.0955 0.3686 0.1184 0.0442 22.5024 0.0388 9.741 0.532 0.022 0.9975 0.8421 0.9829 0.9763
psc310220 02:19:29.137 -03:48:12.65 02:19:29.137 -03:48:12.09 0.36009 0.952 5.21 MMT -999 55831.2 0.6 -1.1391 0.5193 0.1278 0.0454 22.4493 0.0466 11.011 0.022 0.006 -99.0 0.8211 0.9255 0.9918
psc310226 03:35:27.580 -27:22:25.57 03:35:27.457 -27:22:25.21 0.35853 2.039 6.91 AAT/AAOmega -999 55829.4 0.6 -0.0712 0.4724 0.0609 0.0346 21.8263 0.037 11.388 0.008 0.006 1.0 0.9158 -99.0 0.9992
psc310240 03:30:29.296 -26:55:58.75 03:30:29.276 -26:55:59.44 0.20895 1.276 7.33 AAT/AAOmega -999 55825.3 0.2 -1.1372 0.3172 0.1265 0.0306 21.4155 0.0358 9.609 0.208 -0.006 -99.0 0.6912 0.744 -99.0
psc310271 02:26:58.507 -04:56:26.83 02:26:58.439 -04:56:27.50 0.67288 3.316 6.89 MMT -999 55826.4 1.1 1.5943 0.899 -0.0631 0.0704 23.285 0.0698 9.688 0.312 0.058 0.998 0.9369 0.9786 0.6741
psc310308 02:24:18.549 -04:08:10.83 02:24:18.554 -04:08:10.94 0.43169 0.595 10.52 MMT -999 55814.3 1.1 -0.3409 0.8721 -0.1266 0.0444 22.17 0.0572 11.358 0.254 0.022 1.0 0.927 0.7295 0.9992
psc310332 02:19:55.114 -03:26:34.42 02:19:55.096 -03:26:34.15 0.33597 1.216 10.31 MMT -999 55838.4 0.4 0.2712 0.5599 0.2947 0.0577 22.5165 0.0755 10.958 0.196 0.002 0.9998 -99.0 0.8315 0.6997
psc310552 23:33:38.098 -00:18:02.57 23:33:37.975 -00:18:03.07 0.50373 2.857 9.95 MMT -999 55840.1 0.2 -0.2746 0.5227 0.025 0.0481 22.8592 0.0643 11.29 0.109 0.05 0.9992 0.9833 0.9899 0.9989
psc310555 23:34:07.866 -00:23:28.99 23:34:07.812 -00:23:28.53 0.44732 2.539 5.26 MMT -999 55831.3 0.4 1.1289 0.6475 -0.0626 0.0405 22.4369 0.0517 10.772 0.037 0.028 0.9989 0.9118 0.9997 0.9989
psc310564 23:24:00.518 -00:12:54.76 23:24:00.583 -00:12:54.65 0.33675 0.575 13.9 MMT -999 55839.7 0.4 -1.2009 0.4923 -0.1779 0.0543 21.9822 0.0652 11.801 0.02 0.002 0.6193 0.5768 0.9907 0.9964
psc310578 23:30:06.553 +00:53:07.17 23:30:06.552 +00:53:07.16 0.50131 0.389 6.3 MMT -999 55828.9 0.6 -0.8114 0.6669 -0.0965 0.0534 22.8537 0.0648 11.163 0.298 0.049 0.9996 0.9691 0.9997 0.9907
psc320077 23:26:18.219 -00:31:12.25 23:26:18.283 -00:31:11.04 0.60245 1.706 4.22 MMT -999 55834.6 1.0 -1.7591 0.8843 0.0606 0.0777 23.2488 0.0842 11.521 0.122 0.076 0.8105 0.987 0.9266 0.9993
psc320123 23:25:34.730 +00:28:27.47 23:25:34.692 +00:28:27.26 0.44196 1.196 8.33 MMT -999 55846.0 0.2 -1.5508 0.3126 -0.1526 0.052 22.2066 0.0549 11.401 0.012 0.026 1.0 0.9157 0.9985 0.9894
psc320180 02:23:34.624 -05:16:11.01 02:23:34.632 -05:16:10.94 0.35287 0.582 5.62 MMT -999 55845.7 0.5 -0.8072 0.5162 0.0783 0.057 22.3367 0.0729 10.637 0.112 0.005 0.9999 0.904 0.9994 0.9453
psc320336 03:33:17.319 -27:30:48.44 03:33:17.303 -27:30:48.69 0.31005 0.992 5.77 AAT/AAOmega -999 55853.4 0.4 0.3939 0.2691 -0.0157 0.0328 21.5711 0.0425 9.472 0.328 -0.002 1.0 0.8866 0.9627 0.9092
psc320345 03:35:42.171 -27:22:37.67 03:35:42.132 -27:22:36.81 0.21673 1.766 7.28 AAT/AAOmega -999 55861.4 0.3 -0.5042 0.3309 0.0373 0.0335 21.0041 0.036 10.605 0.11 -0.006 -99.0 0.9196 0.8457 -99.0
psc320388 03:31:46.690 -26:26:43.10 03:31:46.609 -26:26:43.19 0.18135 0.784 8.11 AAT/AAOmega -999 55859.1 0.3 0.4958 0.2387 0.2166 0.0302 20.947 0.036 10.749 0.179 -0.008 -99.0 0.508 0.7558 0.7545
psc320441 23:28:05.121 +00:52:53.94 23:28:05.088 +00:52:53.58 0.36478 1.257 6.4 MMT -999 55850.1 0.7 -1.2484 0.5153 0.0999 0.0302 22.5514 0.0567 10.522 0.132 0.007 0.6208 0.9028 0.6451 0.9391
psc320492 02:21:31.620 -03:05:20.71 02:21:31.584 -03:05:21.03 0.48722 2.030 4.26 MMT -999 55843.4 0.7 -0.4199 0.9187 0.2893 0.1166 23.4325 0.1231 9.394 0.511 0.044 -99.0 0.686 0.9844 0.993
psc330015 23:27:05.015 +00:09:01.67 23:27:05.006 +00:09:01.52 0.29368 0.141 16.45 MMT -999 55869.4 0.5 0.8024 0.7215 -0.105 0.0629 21.432 0.092 11.499 0.032 -0.002 1.0 0.7382 -99.0 0.9997
psc330016 02:20:20.865 -03:46:30.62 02:20:20.865 -03:46:30.28 0.32869 1.072 8.16 MMT -999 55866.4 0.4 -1.3856 0.3797 -0.0158 0.0394 22.1553 0.0537 9.273 0.474 0.001 0.9988 0.9197 0.6603 0.7992
psc330049 02:18:25.656 -04:26:54.21 02:18:25.686 -04:26:54.12 0.51448 1.901 5.46 MMT -999 55885.1 1.2 0.6465 0.8757 -0.1324 0.0591 22.7139 0.0738 9.129 58.018 0.054 0.9311 0.9078 0.9979 0.7386
psc330056 08:36:34.561 +44:25:39.69 08:36:34.689 +44:25:39.22 0.26047 1.462 15.83 MMT 0.259 55890.4 0.3 -0.5994 0.4376 0.1758 0.0382 21.7033 0.0526 11.24 0.041 -0.004 1.0 0.6903 0.6957 0.9819
psc330060 03:35:03.643 -27:03:57.42 03:35:03.718 -27:03:58.20 0.34346 0.841 4.01 AAT/AAOmega -999 55883.3 0.7 0.4795 0.5573 -0.0519 0.0515 21.8126 0.0802 10.087 0.11 0.004 1.0 0.8888 0.9181 0.8242
psc330061 08:37:49.096 +44:55:57.82 08:37:49.060 +44:55:57.20 0.32043 0.930 6.79 MMT -999 55883.6 0.8 -2.4114 0.741 -0.0851 0.0599 21.9648 0.085 10.473 0.142 -0.0 1.0 0.7778 0.6584 0.9329
psc330101 02:26:59.028 -04:20:03.74 02:26:59.029 -04:20:03.58 0.31161 0.551 10.29 MMT -999 55889.3 0.5 0.2405 0.4517 0.0448 0.0349 21.739 0.0446 10.571 0.174 -0.001 1.0 0.8766 0.501 0.9827
psc330103 08:48:06.032 +43:58:49.07 08:48:06.199 +43:58:45.44 0.42597 4.683 18.28 MMT -999 55873.5 1.2 0.8288 0.7141 -0.1022 0.0684 22.0134 0.1131 11.492 0.175 0.02 0.9999 0.9213 0.8257 0.9887
psc330132 08:47:59.304 +44:52:32.03 08:47:59.292 +44:52:31.11 0.36060 0.557 4.05 WIYN/Hydra -999 55883.9 0.8 -0.755 0.785 -0.0551 0.0458 22.0355 0.066 10.489 0.172 0.006 1.0 0.9205 0.9471 0.9689
psc340014 02:24:36.838 -05:19:42.69 02:24:36.894 -05:19:43.00 0.28289 0.405 13.35 MMT -999 55901.8 0.4 -1.0144 0.4832 0.0204 0.0423 21.3402 0.0558 11.197 0.116 -0.003 1.0 0.8825 -99.0 0.9938
psc340069 08:40:59.845 +44:00:53.05 08:40:59.824 +44:00:52.70 0.36322 0.549 10.01 MMT -999 55898.9 0.9 1.3703 0.8162 0.2267 0.0539 22.8047 0.0761 10.268 0.127 0.007 -99.0 0.5502 0.767 0.9567
psc340105 02:23:52.675 -03:38:04.00 02:23:52.669 -03:38:04.05 0.25939 0.623 6.8 MMT -999 55896.5 0.5 -2.8622 0.6306 0.0186 0.0441 21.8839 0.0551 10.729 0.044 -0.004 0.9999 0.5374 0.8343 0.9852
psc340115 08:38:09.779 +44:52:15.02 08:38:09.78 +44:52:15.06 0.52196 0.832 4.97 MMT -999 55896.4 0.4 -2.8712 0.8283 0.0289 0.0601 22.8645 0.0725 11.459 0.145 0.056 0.9992 0.9346 0.976 0.9999
psc340121 02:25:47.048 -03:10:46.09 02:25:47.052 -03:10:46.33 0.40500 0.189 9.24 MMT -999 55882.8 1.0 0.2409 0.8052 0.08 0.0141 22.5042 0.0597 10.867 0.284 0.013 0.5605 0.9473 0.8746 0.9984
psc340125 03:32:08.694 -26:39:00.75 03:32:08.681 -26:39:00.66 -999 0.703 -99.0 AAT/AAOmega 0.319 55905.3 0.7 -0.3343 0.7574 0.0808 0.0668 22.0466 0.0866 11.292 0.006 -0.0 0.7415 0.8739 0.977 0.9335
psc340163 08:38:15.565 +44:57:33.04 08:38:15.597 +44:57:33.63 0.56805 1.042 -999 SDSS -999 55902.2 1.2 0.4994 0.9501 0.1082 0.078 23.274 0.0962 11.445 0.121 0.068 0.9809 0.9865 0.9958 1.0
psc340309 03:32:44.143 -27:39:41.22 03:32:44.132 -27:39:42.14 0.15017 0.689 6.45 AAT/AAOmega 0.15 55922.3 0.6 0.5113 0.8142 0.1482 0.105 21.0032 0.1973 10.79 0.156 -0.009 -99.0 0.6647 0.8772 0.9119
psc340347 10:53:19.261 +59:18:01.74 10:53:19.274 +59:18:01.25 0.35555 0.278 16.96 MMT 0.345 55910.7 2.3 0.9057 0.6433 0.0202 0.0502 21.4378 0.0728 9.885 0.026 -0.003 0.9998 0.8474 0.9576 -99.0
psc350049 10:47:20.400 +58:02:51.73 10:47:20.436 +58:02:50.86 0.46416 0.895 6.51 MMT -999 55938.0 0.7 -2.0237 0.8136 -0.2011 0.0661 22.3423 0.0978 10.975 0.491 0.035 0.9993 0.7452 0.9934 0.9304
psc350073 10:43:26.846 +59:01:48.66 10:43:26.750 +59:01:47.77 0.23052 1.165 9.27 MMT -999 55939.3 0.3 -0.5053 0.3387 0.0284 0.04 21.0344 0.0571 11.454 0.07 -0.005 -99.0 0.9138 0.9737 0.9807
psc350111 10:03:50.998 +02:20:33.54 10:03:50.978 +02:20:33.64 0.25367 0.974 5.33 AAT/AAOmega -999 55943.6 0.4 -0.9346 0.2431 -0.0038 0.0281 21.335 0.0394 9.851 0.31 -0.004 1.0 0.8941 0.9395 0.8667
psc350131 08:44:12.148 +44:11:18.25 08:44:12.223 +44:11:17.69 0.21187 0.935 6.1 MMT -999 55953.2 0.3 -0.7862 0.355 0.126 0.0324 21.5502 0.0399 10.116 0.119 -0.006 -99.0 0.7591 -99.0 0.6791
psc350152 09:59:01.052 +00:48:53.52 09:59:01.101 +00:48:53.25 0.69207 1.248 4.4 MMT -999 55932.9 0.2 2.3952 0.8745 -0.1793 0.0544 22.5054 0.0747 10.764 0.536 0.052 1.0 -99.0 -99.0 0.8092
psc350181 08:44:20.712 +44:14:20.51 08:44:20.733 +44:14:20.25 0.42384 0.033 6.77 MMT -999 55946.3 0.9 -0.2612 0.6195 -0.0487 0.0427 22.2059 0.0494 10.832 0.075 0.019 1.0 0.9768 0.9912 0.9994
psc350211 09:59:31.974 +02:22:47.77 09:59:32.052 +02:22:47.96 0.36115 1.811 7.98 MMT -999 55925.7 0.6 -0.2727 0.751 0.007 0.1009 22.3292 0.1681 9.549 0.278 0.006 0.9995 0.8846 0.8273 0.6987
psc350213 10:04:06.984 +02:43:56.99 10:04:06.928 +02:43:54.84 0.61118 2.624 8.3 MMT -999 55962.5 0.8 0.0818 0.6349 -0.1644 0.0465 23.109 0.067 11.569 0.348 0.078 0.9959 0.8318 0.9899 0.9978
psc350219 10:02:35.109 +02:37:30.71 10:02:35.102 +02:37:30.69 0.34711 1.304 7.9 MMT -999 55962.5 0.3 1.1004 0.3005 -0.0233 0.0296 21.7802 0.0414 9.642 0.313 0.004 1.0 0.8194 -99.0 0.9238
psc350288 09:57:19.012 +01:18:36.10 09:57:19.027 +01:18:35.55 0.57406 0.622 4.19 MMT -999 55946.7 1.6 1.14 0.9558 -0.1595 0.0584 23.2289 0.0647 9.445 0.646 0.069 0.9777 0.6277 0.9987 0.9887
psc350319 08:41:40.962 +43:51:50.37 08:41:40.989 +43:51:50.36 0.51251 0.467 5.16 MMT -999 55953.4 1.1 1.0682 0.9192 0.153 0.0597 23.1303 0.0663 10.749 0.302 0.053 -99.0 0.9544 0.96 0.9884
psc350335 10:47:07.927 +57:25:39.22 10:47:07.915 +57:25:39.29 0.34939 0.343 6.32 MMT -999 55949.3 0.7 -0.8996 0.6864 0.1604 0.0457 22.4626 0.0578 10.614 0.224 0.004 0.9956 0.708 0.9849 0.9904
psc350342 12:21:32.329 +46:23:34.49 12:21:32.335 +46:23:34.50 0.51988 0.520 8.09 MMT -999 55949.0 1.3 0.361 0.9191 0.0526 0.0631 22.9119 0.0668 11.149 0.276 0.055 0.9374 0.9948 0.9566 0.9996
psc350356 03:33:48.720 -28:03:13.36 03:33:48.730 -28:03:15.22 0.33305 1.813 10.21 AAT/AAOmega -999 55948.7 1.0 0.9316 0.8121 0.0331 0.0438 21.9763 0.0493 11.014 0.264 0.002 0.9856 0.8334 0.7532 0.9686
psc350390 10:57:44.248 +57:44:52.07 10:57:44.222 +57:44:51.37 0.49590 1.105 6.14 MMT -999 55955.0 0.8 -2.0392 0.7649 0.0421 0.0571 22.9257 0.0591 11.434 0.054 0.047 0.997 0.9545 0.9994 0.9992
psc350393 10:50:14.479 +57:56:24.81 10:50:14.448 +57:56:26.60 0.36052 1.917 4.1 WIYN/Hydra -999 55940.8 0.4 -0.8177 0.4559 -0.1074 0.0463 21.9428 0.0666 11.116 0.092 0.006 1.0 0.8612 0.9368 0.9978
psc350436 09:56:09.226 +02:08:20.95 09:56:09.237 +02:08:20.92 0.52049 0.495 9.32 MMT -999 55946.5 1.3 0.7396 0.7988 -0.1244 0.046 22.7874 0.0477 10.426 0.144 0.055 1.0 0.9536 0.9991 0.9344
psc350480 08:36:02.831 +44:36:11.82 08:36:02.817 +44:36:11.71 0.31135 0.843 4.51 MMT -999 55936.6 1.0 -2.0052 0.5638 -0.0942 0.0777 21.7353 0.1216 10.403 0.357 -0.002 1.0 0.8022 0.9684 0.9601
psc350567 10:38:50.151 +58:43:57.48 10:38:50.126 +58:43:57.10 0.34878 0.840 6.87 MMT -999 55944.1 0.6 0.1621 0.4541 -0.0441 0.0449 21.9228 0.0633 10.482 0.316 0.004 1.0 0.9019 0.5385 0.9271
psc350583 12:15:48.799 +47:40:51.09 12:15:48.794 +47:40:51.66 0.35847 0.781 9.51 MMT -999 55940.5 1.1 -1.41 0.5976 0.0358 0.0565 21.964 0.0889 10.86 0.112 0.006 1.0 0.9253 0.5556 0.9882
psc350613 10:02:27.844 +03:00:55.20 10:02:27.912 +03:00:54.87 0.41472 1.420 4.41 MMT -999 55949.8 0.8 -2.6141 0.7942 -0.0948 0.053 22.8382 0.0579 10.632 0.009 0.016 -99.0 0.9059 0.9949 0.9983
psc350637 10:51:04.923 +59:13:58.34 10:51:04.936 +59:13:58.75 0.45459 1.331 14.04 MMT -999 55951.3 1.1 -0.9485 0.9247 0.0174 0.0569 22.8093 0.0615 10.402 0.236 0.031 -99.0 0.9697 0.9941 0.8454
psc350668 10:02:22.382 +03:26:05.59 10:02:22.389 +03:26:05.33 0.21295 0.219 11.74 MMT -999 55963.3 0.2 0.0954 0.2666 0.0814 0.0324 21.0374 0.0449 9.797 0.141 -0.006 -99.0 0.873 0.7689 0.5027
psc350699 10:43:13.357 +56:51:28.89 10:43:13.605 +56:51:29.20 -999 1.785 -99.0 SDSS -999 55940.9 0.8 0.3179 0.8228 0.004 0.0736 22.9065 0.083 11.468 0.05 0.056 0.9945 0.9883 0.9513 0.9998
psc350714 12:21:07.726 +46:00:22.90 12:21:07.737 +46:00:22.73 0.52482 0.205 7.53 MMT -999 55946.7 0.6 -2.7679 0.8338 0.0669 0.0779 22.8649 0.0702 11.261 0.25 0.056 0.8312 0.875 0.9984 0.9987
psc350771 10:43:14.691 +58:23:05.41 10:43:14.673 +58:23:04.92 0.57829 0.714 6.44 MMT -999 55945.3 0.9 -1.5579 0.5325 -0.2747 0.0516 22.9143 0.0656 11.43 0.115 0.07 0.9995 -99.0 0.9998 0.9998
psc350869 08:42:16.676 +44:41:23.74 08:42:16.696 +44:41:23.58 0.38303 0.953 4.48 MMT -999 55966.5 0.2 1.3629 0.3304 -0.0271 0.0344 21.9913 0.0457 9.047 0.449 0.01 1.0 0.7549 0.7977 0.9702
psc360014 12:21:53.454 +46:12:41.10 12:21:53.395 +46:12:40.99 0.44728 0.908 14.09 MMT -999 55962.7 0.6 -0.2401 0.923 0.073 0.0758 22.8062 0.1101 11.69 0.102 0.028 0.9663 0.9657 0.9667 0.9997
psc360027 10:40:58.633 +57:05:54.18 10:40:59.011 +57:05:56.24 -999 4.140 -99.0 SDSS -999 55960.3 0.5 -2.6307 0.5071 0.1611 0.0534 22.9146 0.0669 11.607 0.046 0.006 0.7003 -99.0 0.9949 0.9997
psc360052 09:55:43.211 +02:09:34.94 09:55:43.293 +02:09:34.88 0.31479 0.718 10.88 MMT -999 55968.4 0.3 -0.0548 0.2714 -0.0999 0.0316 21.2976 0.0421 11.634 0.023 -0.001 1.0 0.8345 -99.0 0.999
psc360060 12:24:21.874 +47:12:33.79 12:24:21.897 +47:12:32.84 0.43736 0.854 6.52 MMT -999 55963.4 0.8 -0.8657 0.7844 -0.0294 0.0659 22.6492 0.0918 11.394 0.026 0.024 0.9965 0.971 0.9977 0.9995
psc360067 10:38:26.205 +58:06:32.50 10:38:26.510 +58:06:32.26 0.59352 2.118 8.85 MMT -999 55959.6 0.7 -0.9032 0.7011 -0.1514 0.0471 23.1655 0.0515 11.774 0.079 0.074 0.9887 0.9384 0.9894 0.9977
psc360094 10:47:17.162 +59:11:15.87 10:47:17.138 +59:11:15.79 0.71287 0.757 5.51 MMT -999 55952.3 1.5 -1.5794 0.9434 -0.137 0.0722 23.567 0.0637 9.82 0.26 0.047 0.9807 0.8913 0.9126 0.8614
psc360106 12:17:08.865 +45:45:07.92 12:17:08.870 +45:45:08.31 0.37141 0.815 5.11 MMT -999 55965.9 0.3 -0.7888 0.5923 0.0107 0.0729 22.2882 0.091 11.276 0.088 0.008 1.0 0.9446 0.9549 0.9982
psc360123 08:46:41.831 +44:18:57.84 08:46:41.995 +44:18:59.34 0.19721 2.590 5.84 MMT -999 55979.5 0.2 -0.7386 0.1665 -0.0512 0.0296 20.5164 0.037 10.67 0.17 -0.007 -99.0 0.9319 -99.0 0.8072
psc360125 08:36:38.099 +44:09:17.59 08:36:38.119 +44:09:17.01 0.30045 0.710 13.29 MMT -999 55978.4 0.6 -1.7089 0.6993 0.1665 0.0694 22.6396 0.0884 10.718 0.122 -0.002 0.9858 0.567 0.9915 0.9852
psc360136 10:46:00.204 +58:13:25.54 10:46:00.182 +58:13:25.79 0.38697 0.738 14.45 MMT -999 55970.3 0.5 0.5381 0.531 -0.0024 0.0562 22.5835 0.0706 10.155 0.174 0.01 1.0 0.9329 0.9983 0.9713
psc360137 12:25:00.931 +47:42:22.96 12:25:00.952 +47:42:23.28 0.21727 0.807 12.88 MMT -999 55974.4 0.6 0.5975 0.5731 0.0665 0.0391 20.9971 0.044 11.588 0.165 -0.006 -99.0 0.8747 0.9032 0.9973
psc360147 08:43:37.175 +45:47:34.37 08:43:37.082 +45:47:35.05 -999 1.604 -99.0 SDSS -999 55969.4 1.1 0.8905 0.8752 0.1326 0.0782 22.2895 0.0923 11.882 0.213 0.01 -99.0 0.8632 0.7493 0.9915
psc360148 08:40:10.575 +45:48:56.15 08:40:10.524 +45:48:56.16 -999 1.443 -99.0 SDSS -999 55969.5 0.9 1.8477 0.9656 0.0436 0.0608 21.8127 0.0834 10.942 0.053 -0.0 1.0 -99.0 0.9501 0.9829
psc360154 09:55:18.524 +01:31:52.39 09:55:18.496 +01:31:53.90 0.42671 2.325 4.27 MMT -999 55972.5 0.4 -0.4943 0.5661 0.2233 0.0658 23.0436 0.0699 11.222 0.063 0.02 -99.0 0.7546 0.9804 0.9976
psc360162 09:56:48.051 +01:00:11.96 09:56:48.096 +01:00:11.86 0.48529 0.619 7.33 MMT -999 55975.6 0.6 0.0658 0.7121 -0.036 0.0573 22.6162 0.0566 10.185 0.409 0.043 -99.0 0.979 0.9177 0.9852
psc360193 09:57:01.900 +02:39:55.53 09:57:01.92 +02:39:56.53 0.37424 2.018 11.99 MMT -999 55979.6 0.6 -1.2072 0.5653 -0.0518 0.0444 22.3102 0.0518 11.202 0.076 0.008 -99.0 0.9471 0.9999 0.9964
psc360263 12:15:15.882 +46:59:31.63 12:15:15.735 +46:59:30.51 -999 2.054 -99.0 SDSS -999 55964.7 0.5 -2.5094 0.4985 -0.1234 0.0663 22.3635 0.0862 11.932 0.13 0.006 0.9998 0.7788 0.9436 0.9992
psc360276 10:39:48.380 +58:22:26.93 10:39:48.321 +58:22:26.47 0.32124 1.442 6.31 MMT -999 55984.8 0.3 0.0284 0.2786 -0.0749 0.0331 21.6572 0.038 9.961 0.105 0.0 1.0 0.8736 0.9681 0.7992
psc360283 12:27:23.831 +47:44:29.20 12:27:23.829 +47:44:29.26 0.41165 0.651 5.2 MMT -999 55981.5 0.9 0.6577 0.8042 -0.0042 0.0623 22.2964 0.0679 11.057 0.01 0.015 0.9955 0.959 0.9998 0.9984
psc360285 08:44:18.429 +44:44:33.24 08:44:18.444 +44:44:33.03 0.52768 0.388 4.12 MMT -999 55975.0 1.1 -0.8552 0.7733 0.05 0.0282 23.0984 0.0706 9.248 0.282 0.057 -99.0 0.9852 0.9881 0.9407
psc360320 12:14:22.129 +47:54:48.92 12:14:22.135 +47:54:48.95 0.40620 0.193 5.37 MMT -999 55966.1 0.2 -1.6611 0.544 0.1966 0.0786 22.7102 0.0981 11.49 0.075 0.013 0.9983 0.6813 0.6339 0.9997
psc360346 14:10:11.725 +52:21:54.82 14:10:11.688 +52:21:54.88 0.36183 1.350 5.18 MMT -999 55975.1 0.8 -0.3499 0.659 0.0647 0.0534 22.2482 0.0679 10.766 0.321 0.006 -99.0 0.9115 0.819 0.7499
psc360414 14:13:56.814 +54:19:36.85 14:13:56.834 +54:19:36.17 0.25837 0.919 8.17 MMT -999 55961.2 0.3 0.1397 0.3276 -0.0992 0.0398 21.1781 0.0605 9.175 0.189 -0.004 1.0 0.8342 0.9619 0.6908
psc360440 09:57:14.720 +01:00:23.85 09:57:14.740 +01:00:23.93 0.50666 0.814 6.27 MMT -999 55960.7 0.8 -1.1579 0.8021 -0.1172 0.0628 22.8671 0.0871 11.171 0.2 0.051 0.9998 0.9671 0.9988 0.9927
